Bug ID,Bug Summary,Bug Description,Affected Version,Fix Version
Then it should downgrade gracefully as was intended. 
Let me know if that seems reasonable.
Thanks,
Matt
",N/A,"3.11.0, 4.0-alpha1, 4.0"
CASSANDRA-13305,Slice.isEmpty() returns false for some empty slices,"{{Slice.isEmpty}} is currently defined as {{comparator.compare(end, start) < 0}} but this shouldn't be a strict inequality. Indeed, the way {{Slice.Bound}} is defined, having a start equal to an end implies a range like {{[1, 1)}}, but that range is definitively empty and something we shouldn't let in as that would break merging and other range tombstone related code.

In practice, if you can currently insert such empty range (with something like {{DELETE FROM t WHERE k = 'foo' AND i >= 1 AND i < 1}}), and that can trigger assertions in {{RangeTomstoneList}} (and possibly other problem).",N/A,"3.0.13, 3.11.0"
CASSANDRA-13302,last row of previous page == first row of next page while querying data using SASI index,"Apologies if this is a duplicate (couldn't track down an existing bug).

Similarly to [CASSANDRA-11208], it appears it is possible to retrieve duplicate rows when paging using a SASI index as documented in [JAVA-1413|https://datastax-oss.atlassian.net/browse/JAVA-1413], the following test demonstrates that data is repeated while querying using a SASI index:

{code:java}
public class TestPagingBug
{
	public static void main(String[] args)
	{
		Cluster.Builder builder = Cluster.builder();
		Cluster c = builder.addContactPoints(""192.168.98.190"").build();		
		Session s = c.connect();
		
		s.execute(""CREATE KEYSPACE IF NOT EXISTS test WITH replication = { 'class' : 'SimpleStrategy', 'replication_factor' : 3 }"");
		s.execute(""CREATE TABLE IF NOT EXISTS test.test_table_sec(sec BIGINT PRIMARY KEY, id INT)"");
                //create secondary index on ID column, used for select statement
                String index = ""CREATE CUSTOM INDEX test_table_sec_idx ON test.test_table_sec (id) USING 'org.apache.cassandra.index.sasi.SASIIndex' ""
                + ""WITH OPTIONS = { 'mode': 'PREFIX' }"";
                s.execute(index);
		
		PreparedStatement insert = s.prepare(""INSERT INTO test.test_table_sec (id, sec) VALUES (1, ?)"");		
		for (int i = 0; i < 1000; i++)
			s.execute(insert.bind((long) i));
		
		PreparedStatement select = s.prepare(""SELECT sec FROM test.test_table_sec WHERE id = 1"");
		
		long lastSec = -1;		
		for (Row row : s.execute(select.bind().setFetchSize(300)))
		{
			long sec = row.getLong(""sec"");
			if (sec == lastSec)
				System.out.println(String.format(""Duplicated id %d"", sec));
			
			lastSec = sec;
		}
		System.exit(0);
	}
}
{code}

The program outputs the following:

{noformat}
Duplicated id 23
Duplicated id 192
Duplicated id 684
{noformat}

Note that the simple primary key is required to reproduce this.",N/A,"3.11.7, 4.0-alpha1, 4.0"
CASSANDRA-13298,DataOutputBuffer.asNewBuffer broken,"The implementation of {{DataOutputBuffer.asNewBuffer()}} reuses the underlying {{ByteBuffer}} array. This is probably not an issue, but it is definitely incorrect and may lead to incorrect/overwritten information returned by {{SystemKeyspace.truncationAsMapEntry}}.",N/A,3.11.0
CASSANDRA-13294,Possible data loss on upgrade 2.1 - 3.0,"After finishing a compaction we delete the compacted away files. This is done [here|https://github.com/apache/cassandra/blob/cassandra-3.0/src/java/org/apache/cassandra/db/lifecycle/LogFile.java#L328-L337] which uses [this|https://github.com/apache/cassandra/blob/cassandra-3.0/src/java/org/apache/cassandra/db/lifecycle/LogRecord.java#L265-L271] to get the files - we get all files starting with {{absoluteFilePath}}. Absolute file path is generated [here|https://github.com/apache/cassandra/blob/cassandra-3.0/src/java/org/apache/cassandra/io/sstable/Descriptor.java#L142-L153]. For 3.0 version files the filename looks like this: {{/blabla/keyspace1/standard1-bdb031c0ff7b11e6940fdd0479dd8912/mc-1332-big}} but for 2.1 version files, they look like this: {{/blabla/keyspace1/standard1-bdb031c0ff7b11e6940fdd0479dd8912/keyspace1-standard1-ka-2}}.

The problem is then that if we were to finish a compaction including the legacy file, we would actually delete all legacy files having a generation starting with '2'",N/A,"3.0.12, 3.11.0"
CASSANDRA-13282,Commitlog replay may fail if last mutation is within 4 bytes of end of segment,"Following CASSANDRA-9749 , stricter correctness checks on commitlog replay can incorrectly detect ""corrupt segments"" and stop commitlog replay (and potentially stop cassandra, depending on the configured policy). In {{CommitlogReplayer#replaySyncSection}} we try to read a 4 byte int {{serializedSize}}, and if it's 0 (which will happen due to zeroing when the segment was created), we continue on to the next segment. However, it appears that if a mutation is sized such that it ends with 1, 2, or 3 bytes remaining in the segment, we'll pass the {{isEOF}} on the while loop but fail to read the {{serializedSize}} int, and fail. ",N/A,"2.2.10, 3.0.13, 3.11.0, 4.0-alpha1, 4.0"
CASSANDRA-13278,Update build.xml and build.properties.default maven repos,"Only 2 of the 5 urls in build.properties.default are currently valid.

java.net2, jclouds, and oauth urls all 404.

{noformat}
$ git grep remoteRepository
build.properties.default:artifact.remoteRepository.central:     http://repo1.maven.org/maven2
build.properties.default:artifact.remoteRepository.java.net2:   http://download.java.net/maven/2
build.properties.default:artifact.remoteRepository.apache:      https://repository.apache.org/content/repositories/releases
build.properties.default:artifact.remoteRepository.jclouds:     http://jclouds.googlecode.com/svn/repo
build.properties.default:artifact.remoteRepository.oauth:       http://oauth.googlecode.com/svn/code/maven
build.xml:      <artifact:remoteRepository id=""central""   url=""${artifact.remoteRepository.central}""/>
build.xml:      <artifact:remoteRepository id=""java.net2"" url=""${artifact.remoteRepository.java.net2}""/>
build.xml:      <artifact:remoteRepository id=""apache""    url=""${artifact.remoteRepository.apache}""/>
build.xml:          <remoteRepository refid=""central""/>
build.xml:          <remoteRepository refid=""apache""/>
build.xml:          <remoteRepository refid=""java.net2""/>
build.xml:          <remoteRepository refid=""central""/>
build.xml:          <remoteRepository refid=""apache""/>
build.xml:          <remoteRepository refid=""java.net2""/>
build.xml:          <remoteRepository refid=""central""/>
build.xml:        <remoteRepository refid=""apache""/>
build.xml:        <remoteRepository refid=""central""/>
build.xml:        <remoteRepository refid=""oauth""/>
{noformat}",N/A,"2.1.18, 2.2.10, 3.0.12, 3.11.0, 4.0-alpha1, 4.0"
CASSANDRA-13277,Duplicate results with secondary index on static column,"As a follow up of http://www.mail-archive.com/user@cassandra.apache.org/msg50816.html 

Duplicate results appear with secondary index on static column with RF > 1.
Number of results vary depending on consistency level.

Here is a CCM session to reproduce the issue:
{code}
romain@debian:~$ ccm create 39 -n 3 -v 3.9 -s
Current cluster is now: 39
romain@debian:~$ ccm node1 cqlsh
Connected to 39 at 127.0.0.1:9042.
[cqlsh 5.0.1 | Cassandra 3.9 | CQL spec 3.4.2 | Native protocol v4]
Use HELP for help.
cqlsh> CREATE KEYSPACE test WITH replication = {'class': 'SimpleStrategy', 'replication_factor': 2};
cqlsh> CREATE TABLE test.idx_static (id text, id2 bigint static, added timestamp, source text static, dest text, primary key (id, added));
cqlsh> CREATE index ON test.idx_static (id2);
cqlsh> INSERT INTO test.idx_static (id, id2, added, source, dest) values ('id1', 22,'2017-01-28', 'src1', 'dst1');
cqlsh> SELECT * FROM test.idx_static where id2=22;

 id  | added                           | id2 | source | dest
-----+---------------------------------+-----+--------+------
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1

(2 rows)
cqlsh> CONSISTENCY ALL 
Consistency level set to ALL.
cqlsh> SELECT * FROM test.idx_static where id2=22;

 id  | added                           | id2 | source | dest
-----+---------------------------------+-----+--------+------
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1

(3 rows)
{code}

When RF matches the number of nodes, it works as expected.

Example with RF=3 and 3 nodes:
{code}
romain@debian:~$ ccm create 39 -n 3 -v 3.9 -s
Current cluster is now: 39

romain@debian:~$ ccm node1 cqlsh
Connected to 39 at 127.0.0.1:9042.
[cqlsh 5.0.1 | Cassandra 3.9 | CQL spec 3.4.2 | Native protocol v4]
Use HELP for help.

cqlsh> CREATE KEYSPACE test WITH replication = {'class': 'SimpleStrategy', 'replication_factor': 3};
cqlsh> CREATE TABLE test.idx_static (id text, id2 bigint static, added timestamp, source text static, dest text, primary key (id, added));
cqlsh> CREATE index ON test.idx_static (id2);
cqlsh> INSERT INTO test.idx_static (id, id2, added, source, dest) values ('id1', 22,'2017-01-28', 'src1', 'dst1');
cqlsh> SELECT * FROM test.idx_static where id2=22;

 id  | added                           | id2 | source | dest
-----+---------------------------------+-----+--------+------
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1

(1 rows)
cqlsh> CONSISTENCY all
Consistency level set to ALL.
cqlsh> SELECT * FROM test.idx_static where id2=22;

 id  | added                           | id2 | source | dest
-----+---------------------------------+-----+--------+------
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1

(1 rows)
{code}

Example with RF = 2 and 2 nodes:

{code}
romain@debian:~$ ccm create 39 -n 2 -v 3.9 -s
Current cluster is now: 39
romain@debian:~$ ccm node1 cqlsh
Connected to 39 at 127.0.0.1:9042.
[cqlsh 5.0.1 | Cassandra 3.9 | CQL spec 3.4.2 | Native protocol v4]
Use HELP for help.
cqlsh> CREATE KEYSPACE test WITH replication = {'class': 'SimpleStrategy', 'replication_factor': 2};
cqlsh> CREATE TABLE test.idx_static (id text, id2 bigint static, added timestamp, source text static, dest text, primary key (id, added));
cqlsh> INSERT INTO test.idx_static (id, id2, added, source, dest) values ('id1', 22,'2017-01-28', 'src1', 'dst1');
cqlsh> CREATE index ON test.idx_static (id2);
cqlsh> INSERT INTO test.idx_static (id, id2, added, source, dest) values ('id1', 22,'2017-01-28', 'src1', 'dst1');
cqlsh> SELECT * FROM test.idx_static where id2=22;

 id  | added                           | id2 | source | dest
-----+---------------------------------+-----+--------+------
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1

(1 rows)
cqlsh> CONSISTENCY ALL 
Consistency level set to ALL.
cqlsh> SELECT * FROM test.idx_static where id2=22;

 id  | added                           | id2 | source | dest
-----+---------------------------------+-----+--------+------
 id1 | 2017-01-27 23:00:00.000000+0000 |  22 |   src1 | dst1

(1 rows)
{code}",N/A,"3.11.0, 4.0-alpha1, 4.0"
CASSANDRA-13276,Regression on CASSANDRA-11416: can't load snapshots of tables with dropped columns,"I'm running Cassandra 3.10 and running into the exact same issue described in CASSANDRA-11416: 

1. A table is created with columns 'a' and 'b'
2. Data is written to the table
3. Drop column 'b'
4. Take a snapshot
5. Drop the table
6. Run the snapshot schema.cql to recreate the table and the run the alter
7. Try to restore the snapshot data using sstableloader

sstableloader yields the error:
java.lang.RuntimeException: Unknown column b during deserialization",N/A,"3.0.14, 3.11.0, 4.0-alpha1, 4.0"
CASSANDRA-13274,Fix code to not exchange schema across major versions,"A rolling upgrade from 3.* to 4.0 (messaging version {{11}}) unveils a regression caused by CASSANDRA-11128.

Generally, we store all possible options/attributes including the default values in the schema. This causes (expected) schema-version-mismatches during rolling upgrades and therefore we prevent schema pulls/pushes in this situation, which has been broken by CASSANDRA-11128.",N/A,"3.0.13, 3.11.0"
CASSANDRA-13272,"""nodetool bootstrap resume"" does not exit","I have a script that calls ""nodetool bootstrap resume"" after a failed join (in my environment some streams sometimes fail due to mis-tuning of stream bandwidth settings). However, if the streams fail again, nodetool won't exit.

Last lines before it just hangs forever :

{noformat}
[2017-02-26 07:02:42,287] received file /var/lib/cassandra/data/keyspace/table-63d5d42009fa11e5879ebd9463bffdac/mc-12670-big-Data.db (progress: 1112%)
[2017-02-26 07:02:42,287] received file /var/lib/cassandra/data/keyspace/table-63d5d42009fa11e5879ebd9463bffdac/mc-12670-big-Data.db (progress: 1112%)
[2017-02-26 07:02:59,843] received file /var/lib/cassandra/data/keyspace/table-63d5d42009fa11e5879ebd9463bffdac/mc-12671-big-Data.db (progress: 1112%)
[2017-02-26 09:25:51,000] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 09:33:45,017] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 09:39:27,216] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 09:53:33,084] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 09:55:07,115] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 10:06:49,557] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 10:40:55,880] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 11:09:21,025] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 12:44:35,755] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 12:49:18,867] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 13:23:50,611] session with /10.x.y.z complete (progress: 1112%)
[2017-02-26 13:23:50,612] Stream failed
{noformat}

At that point (""Stream failed"") I would expect nodetool to exit with a non-zero exit code. Instead, it just wants me to ^C it.",N/A,"2.2.11, 3.0.15, 3.11.1, 4.0-alpha1, 4.0"
CASSANDRA-13265,Expiration in OutboundTcpConnection can block the reader Thread,"I observed that sometimes a single node in a Cassandra cluster fails to communicate to the other nodes. This can happen at any time, during peak load or low load. Restarting that single node from the cluster fixes the issue.

Before going in to details, I want to state that I have analyzed the situation and am already developing a possible fix. Here is the analysis so far:

- A Threaddump in this situation showed  324 Threads in the OutboundTcpConnection class that want to lock the backlog queue for doing expiration.
- A class histogram shows 262508 instances of OutboundTcpConnection$QueuedMessage.

What is the effect of it? As soon as the Cassandra node has reached a certain amount of queued messages, it starts thrashing itself to death. Each of the Thread fully locks the Queue for reading and writing by calling iterator.next(), making the situation worse and worse.
- Writing: Only after 262508 locking operation it can progress with actually writing to the Queue.
- Reading: Is also blocked, as 324 Threads try to do iterator.next(), and fully lock the Queue

This means: Writing blocks the Queue for reading, and readers might even be starved which makes the situation even worse.

-----
The setup is:
 - 3-node cluster
 - replication factor 2
 - Consistency LOCAL_ONE
 - No remote DC's
 - high write throughput (100000 INSERT statements per second and more during peak times).
 ",N/A,"3.0.14, 3.11.0, 4.0-alpha1, 4.0"
CASSANDRA-13263,Incorrect ComplexColumnData hashCode implementation,"I went through some of the logs from CASSANDRA-13175 and one of the more serious issues that we should address seem to be the {{ComplexColumnData.hashCode()}} implementation. As Objects.hashCode is not using deep hashing for array arguments, hashed will be based on the identity instead of the array's content. See patch for simple fix.
",N/A,"3.0.15, 3.11.1, 4.0-alpha1, 4.0"
CASSANDRA-13262,Incorrect cqlsh results when selecting same columns multiple times,"Just stumbled over this on trunk:

{quote}
cqlsh:test1> select a, b, c from table1;

 a | b    | c
---+------+-----
 1 |    b |   2
 2 | null | 2.2

(2 rows)
cqlsh:test1> select a, a, b, c from table1;

 a | a    | b   | c
---+------+-----+------
 1 |    b |   2 | null
 2 | null | 2.2 | null

(2 rows)
cqlsh:test1> select a, a, a, b, c from table1;

 a | a    | a             | b    | c
---+------+---------------+------+------
 1 |    b |           2.0 | null | null
 2 | null | 2.20000004768 | null | null
{quote}

My guess is that his is on the Python side, but haven't really looked into it.
",N/A,"2.2.14, 3.0.18, 3.11.4, 4.0-alpha1, 4.0"
